@RELATION ontolo_new_trop

@ATTRIBUTE cooc NUMERIC
@ATTRIBUTE lesk NUMERIC
@ATTRIBUTE relation {"ant","tmp","ent","pre"}
@ATTRIBUTE correct {"+","-"}


@DATA
0,0,ant,-
0.046153846153846156,0,ant,-
0.09090909090909091,0,ant,-
0,0,ant,-
0.03571428571428571,0,ant,-
0.04779874213836478,4,pre,-
0.09652173913043478,0,ent,-
0.17391304347826086,2,pre,-
0,1,pre,-
0,1,ant,-
0,0,ant,-
0.04700854700854701,0,pre,-
0.019230769230769232,0,ant,-
0.046153846153846156,0,ant,-
0.01694915254237288,0,ent,-
0,1,ent,-
0.046456692913385826,2,ent,-
0.019230769230769232,2,ant,-
0,0,ant,-
0,0,ant,-
0,2,ant,-
0,1,tmp,-
0,0,ant,-
0,1,ent,-
0,1,ent,-
0,1,ant,-
0,0,ant,-
0,0,tmp,-
0.18777292576419213,1,ant,-
0,0,pre,-
0.06666666666666667,0,ant,-
0,1,ant,-
0.02289803220035778,0,ent,-
0.028985507246376812,0,ent,-
0.09366466411796832,1,ent,-
0,0,ant,-
0,1,ant,-
0,0,ant,-
0.018867924528301886,1,ant,-
0,1,ent,-
0,1,ent,-
0.04758064516129032,1,ent,-
0.05517241379310345,1,ant,-
0.04735152487961477,0,ent,-
0.019230769230769232,0,ant,-
0,0,ant,-
0.046153846153846156,0,ant,-
0,1,pre,-
0,1,tmp,-
0.04837084313066846,0,ent,-
0,0,ent,-
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0.08839779005524862,4,pre,+
0,1,ant,-
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,1,ant,-
0,0,ant,-
0,2,tmp,-
0,4,ant,-
0,0,ant,-
0,1,ant,-
0,2,ent,-
0,0,tmp,-
0,1,ent,-
0,0,ant,-
0,1,ant,-
0.01648664013644116,1,ent,-
0.043478260869565216,2,ant,-
0.04779874213836478,2,pre,-
0,0,ant,-
0,0,ant,-
0,1,ant,-
0.0625,1,ent,-
0,2,ant,-
0,0,ant,-
0.006825938566552901,0,ent,-
0,2,tmp,-
0,0,ant,-
0,1,ent,-
0,0,ent,-
0,0,ant,-
0.2,1,pre,-
0,0,ant,-
0,0,ant,-
0.006578947368421052,0,ent,-
0.021557719054242003,1,ent,-
0,0,pre,-
0,1,pre,-
0,0,ant,-
0,3,ant,-
0,0,ant,-
0.0011655011655011655,1,ent,-
0,0,ant,-
0,0,ant,-
0,0,ent,-
0,0,ent,-
0,2,ant,-
0.051094890510948905,0,pre,-
0.018867924528301886,1,ant,-
0.05532053368044256,0,ent,-
0,0,ent,-
0,1,tmp,-
0,0,ent,-
0,0,ent,-
0,0,ant,-
0,2,ant,-
0,0,ant,-
0.12440191387559808,0,ent,-
1.0,2,ent,-
0,0,pre,-
0.1232741617357002,0,ent,-
0.02127659574468085,0,ant,-
0,0,tmp,-
0,1,ant,-
0.02586206896551724,0,pre,-
0,1,ant,-
0,2,tmp,-
0,2,ant,-
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0.3333333333333333,1,ant,+
0,1,pre,-
0.05263157894736842,0,ent,-
0.25,0,tmp,-
0.03333333333333333,0,ant,-
0.019230769230769232,0,ant,-
0.058823529411764705,0,tmp,-
0,0,ant,-
0.014492753623188406,1,ent,-
0,2,tmp,-
0,2,tmp,-
0.018518518518518517,0,ant,-
0,1,ant,-
0,1,tmp,-
0,1,ant,-
0.12206572769953052,0,ent,-
0,1,ent,-
0,0,tmp,-
0.006600660066006601,0,ent,-
0.058823529411764705,0,tmp,-
0.023255813953488372,0,ant,-
0,1,pre,-
0.043478260869565216,1,ant,-
0,0,tmp,-
0,2,tmp,-
0,0,tmp,-
0,0,ant,-
0,0,ant,-
0,0,tmp,-
0,0,tmp,-
0.06,0,ant,-
0.037037037037037035,0,ant,-
0,0,ant,-
0.1487603305785124,1,ant,-
0.007722007722007722,1,ent,-
0,0,ant,-
0,0,ent,-
0,0,pre,-
0.03571428571428571,3,ant,-
0,2,ant,-
0,0,ant,-
0,0,ant,-
0,0,ant,-
0,1,ant,-
0,0,ent,-
0,0,tmp,-
0,0,ent,-
0,1,ant,-
0,1,pre,-
0.1103277190233712,1,ent,-
0,0,pre,-
0,0,ant,-
0,0,ant,-
0.018867924528301886,0,ant,-
0,0,ant,-
0.0053475935828877,1,ent,-
0,0,ant,-
0.13802816901408452,1,pre,-
0.04845222072678331,0,pre,-
0.030207677784770296,0,ent,-
0,1,ant,-
0,2,ant,-
0.006825938566552901,3,ent,-
0,2,ant,-
0.005341880341880342,1,ent,-
0,3,tmp,-
0.046153846153846156,0,ant,-
0.027522935779816515,1,pre,-
0,1,pre,-
0.00975609756097561,3,pre,-
0.010914051841746248,1,ent,-
0,0,ant,-
0,0,ant,-
0,2,ent,-
0.0049261083743842365,1,pre,-
0,1,ant,-
0,1,ent,-
0,1,pre,-
0,0,pre,-
0.015515903801396431,1,ent,-
0,0,ant,-
0,0,ant,-
0,1,ant,-
0,1,tmp,-
0,1,ant,-
0,0,ant,-
0,0,ant,-
0.1,0,ant,-
0,1,ent,-
0,0,ant,-
0,0,ant,-
0,0,ant,-
0,0,ant,-
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0,3,ent,+
0.05555555555555555,0,ant,-
0.05263157894736842,0,pre,-
0,0,ant,-
0,1,ent,-
0,0,tmp,-
0,0,ent,-
0,2,ent,-
0,0,ent,-
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,1,tmp,+
0,0,ant,-
0,2,ent,-
0,0,pre,-
0.07954545454545454,0,ant,-
0.046153846153846156,0,ant,-
0,2,tmp,-
0.13063063063063063,0,pre,-
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,ent,-
0,0,ant,-
0.018518518518518517,1,ant,-
0.1111111111111111,1,ent,-
0,0,ant,-
0,0,tmp,-
0,2,ent,-
0.06382978723404255,0,ent,-
0.04477611940298507,0,ant,-
0,0,ant,-
0,0,ant,-
0.25,0,ant,-
0,1,pre,-
0,1,tmp,-
0.04184884447220487,0,ent,-
0,1,ant,-
0.046153846153846156,2,ant,-
0,0,ant,-
0,1,ent,-
0.5,1,pre,-
0,0,ant,-
0,2,tmp,-
0.09523809523809523,1,tmp,-
0.04477611940298507,1,ant,-
0,0,ant,-
0,3,ent,-
0,1,ent,-
0,1,ant,-
0,1,ant,-
0,0,ant,-
0,2,tmp,-
0,0,ant,-
0,1,tmp,-
0,1,ant,-
0.010221465076660987,3,pre,-
0,0,tmp,-
0.00975609756097561,3,pre,-
0.12264150943396226,0,ent,-
0.1,1,ant,-
0,1,ant,-
0,2,ant,-
0,0,pre,-
0,1,ant,-
0,0,ant,-
0,0,ant,-
0,1,ant,-
0,1,tmp,-
0,0,ant,-
0,1,ent,-
0,1,tmp,-
0,3,ant,-
0.2,0,pre,-
0,0,tmp,-
0,2,tmp,-
0.0196078431372549,1,ant,-
0.17488789237668162,0,pre,-
0,0,ent,-
0,6,pre,-
0,0,ant,-
0.1487603305785124,0,ant,-
0,1,pre,-
0,0,ent,-
0,0,pre,-
0,0,ant,-
0.023809523809523808,0,ent,-
0,1,ant,-
0,1,ant,-
0,1,pre,-
0.03571428571428571,3,ant,-
0.00819672131147541,0,pre,-
0,1,ant,-
0,0,ant,-
0,0,ant,-
0.08888888888888889,1,pre,-
0,1,ant,-
0,0,ant,-
0,0,tmp,-
0,1,ant,-
0,0,ant,-
0.06557377049180328,1,ent,-
0.1111111111111111,0,ent,-
0.023809523809523808,0,ant,-
0,2,ant,-
0,1,ent,-
0,0,tmp,-
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.14588859416445624,1,pre,+
0.05555555555555555,0,ent,-
0,1,tmp,-
0.15126050420168066,1,pre,-
0,1,pre,-
0.046153846153846156,1,ant,-
0,0,ant,-
0,0,ant,-
0,0,ant,-
0.04205607476635514,0,pre,-
0,0,ant,-
0.04411764705882353,0,ant,-
0,0,tmp,-
0,2,ent,-
0,0,pre,-
0,1,pre,-
0,0,ant,-
0,0,ant,-
0,2,ent,-
0,1,ant,-
0.015217391304347827,0,ent,-
0.1487603305785124,0,ant,-
0.04721030042918455,0,pre,-
0.1,2,ant,-
0.01198501872659176,1,ent,-
0,1,ant,-
0,0,ant,-
0.046153846153846156,0,ant,-
0,0,ant,-
0,1,tmp,-
0.1111111111111111,0,ent,-
0.021712907117008445,0,ent,-
0.05263157894736842,0,pre,-
0,2,pre,-
0.046153846153846156,0,ant,-
0.06526598122485472,0,ent,-
0,1,pre,-
0,0,ent,-
0,0,ant,-
0,0,ent,-
0,0,ant,-
0.011216566005176877,0,ent,-
0.058823529411764705,0,pre,-
0.011853448275862068,1,ent,-
0,0,ant,-
0.0196078431372549,1,ant,-
0,0,ant,-
0,1,ant,-
0.02127659574468085,0,ant,-
0,1,ant,-
0,0,ant,-
0,0,ant,-
0.017857142857142856,0,ant,-
0,1,ent,-
0,1,ant,-
0.03970944309927361,0,ent,-
0,1,ant,-
0.007936507936507936,1,pre,-
0,0,ent,-
0,0,ant,-
0,2,ant,-
0,0,ant,-
0,1,tmp,-
0,0,ent,-
0,0,ant,-
0.08823529411764706,0,ant,-
0.023809523809523808,2,ant,-
0,0,ant,-
0.06666666666666667,0,ant,-
0,0,tmp,-
0.18,1,ant,-
0.05187319884726225,0,pre,-
0,2,ent,-
0.006805293005671078,0,ent,-
0,1,ant,-
0.17488789237668162,0,pre,-
0.02070689039628704,0,ent,-
0,2,ant,-
0.01002227171492205,0,ent,-
0.09090909090909091,0,ant,-
0,0,ant,-
0,0,ant,-
0,1,ent,-
0.046153846153846156,0,ant,-
0,0,ent,-
0,0,pre,-
0,1,tmp,-
0,1,ant,-
1.0,1,pre,-
0,0,ant,-
0.05263157894736842,0,ent,-
0,0,ant,-
0,1,ent,-
0,0,tmp,-
0,0,ant,-
0,1,ant,-
0,0,ent,-
0.031007751937984496,0,pre,-
0.03333333333333333,2,ant,-
0.05674211029646159,0,ent,-
0.01652892561983471,0,ent,-
0.25,3,pre,-
0,0,ent,-
0,2,ant,-
0,1,tmp,-
0.03225806451612903,2,ant,-
0,0,ant,-
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,tmp,+
0,0,pre,-
0,0,tmp,-
0,0,pre,-
0,0,ant,-
0.006600660066006601,0,ent,-
0,1,tmp,-
0.025477707006369428,0,ant,-
0,0,tmp,-
0,0,ant,-
0.052062204192021636,0,ent,-
0,0,ant,-
0,0,pre,-
0,0,ant,-
0,1,ent,-
0,0,ent,-
0,0,ant,-
0,0,tmp,-
0,0,ent,-
0.11627906976744186,0,ant,-
0,1,tmp,-
0.0453920220082531,1,pre,-
0.011527377521613832,1,ent,-
0,0,ant,-
0,0,ant,-
0.052062204192021636,0,ent,-
0,0,pre,-
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.19047619047619047,1,tmp,+
0.0625,0,ent,-
0.019230769230769232,0,ant,-
0.01276595744680851,1,ent,-
0,1,ant,-
0,0,ant,-
0,3,tmp,-
0,0,ant,-
0,0,tmp,-
0,1,tmp,-
0,0,ant,-
0,0,ent,-
0.06611570247933884,0,ant,-
0.15789473684210525,0,pre,-
0.035239745811669554,1,ent,-
0.017543859649122806,0,ent,-
0,0,ant,-
0,3,ant,-
0.09523809523809523,0,ent,-
0,0,ant,-
0,0,ant,-
0,0,ant,-
0.03333333333333333,2,ant,-
0,1,ant,-
0.013836477987421384,0,ent,-
0,0,ant,-
0,0,tmp,-
0,0,ant,-
0,2,ent,-
0.004208754208754209,0,ent,-
0,0,tmp,-
0,0,ant,-
0,0,ant,-
0,1,ent,-
0,0,ant,-
0,0,ent,-
0.08333333333333333,2,ant,-
0.13086770981507823,2,pre,-
0.11570247933884298,2,ant,-
0.003779289493575208,0,ent,-
0,2,tmp,-
0.02127659574468085,6,ant,-
0,2,ent,-
0,1,tmp,-
0,0,ant,-
0,1,tmp,-
0,0,tmp,-
0,0,ant,-
0,0,pre,-
0,1,ent,-
0,0,ent,-
0,1,ent,-
0.018518518518518517,5,ant,-
0,1,ant,-
0,0,ant,-
0,3,ent,-
0,0,ant,-
0.00975609756097561,1,pre,-
0,2,ant,-
0.018867924528301886,0,ant,-
0,1,pre,-
0,0,ent,-
0,0,tmp,-
0,2,ent,-
0.046153846153846156,0,ant,-
0,1,tmp,-
0,0,ant,-
0,0,ant,-
0.0037979491074819596,1,ent,-
0.06218181818181818,0,pre,-
0,1,ent,-
0,0,ant,-
0.1,0,pre,-
0,0,ant,-
0.38095238095238093,0,ent,-
0,0,ant,-
0.18,0,ant,-
0,0,pre,-
0.05555555555555555,0,ant,-
0.018518518518518517,0,ant,-
0,0,ant,-
0.1111111111111111,0,ent,-
0,0,pre,-
0.0524390243902439,0,pre,-
0,0,tmp,-
0,0,ant,-
0,1,ant,-
0,2,ant,-
0,0,ant,-
0,0,ant,-
0.17733990147783252,0,ant,-
0,0,ant,-
0,0,ent,-
0.07647058823529412,1,pre,-
0,2,ant,-
0,0,ant,-
0,2,ant,-
0.056338028169014086,0,ant,-
0,0,ent,-
0,4,ant,-
0,0,ant,-
0.0017699115044247787,0,pre,-
0.0011890606420927466,0,ent,-
0,0,ant,-
0,2,ant,-
0.03125,2,pre,-
0.046153846153846156,0,ant,-
0,1,ant,-
0,0,ant,-
0.0196078431372549,1,ant,-
0,1,tmp,-
0.22631578947368422,1,pre,-
0.16666666666666666,1,ant,-
0,0,ant,-
0,0,ant,-
0.07714491708723864,1,pre,-
0,0,ant,-
0,0,ant,-
0,0,ant,-
0,0,tmp,-
0,1,ent,-
0.016129032258064516,0,pre,-
0,0,tmp,-
0,0,ant,-
0,1,ent,-
0,1,tmp,-
0,0,pre,-
0.4,0,ant,-
0.13793103448275862,3,ant,-
0,0,ent,-
0,0,pre,-
0,0,pre,-
0.015209125475285171,2,ent,-
0.02641232575201761,1,ent,-
0,0,pre,-
0,0,ant,-
0,0,ent,-
0.06976744186046512,0,pre,-
0,1,tmp,-
0,1,ant,-
0,1,ent,-
0,2,ant,-
0,0,ent,-
0,0,ant,-
0,0,ant,-
0.06716417910447761,1,ant,-
0,1,ant,-
0,0,ant,-
0,0,pre,-
0.023255813953488372,0,ant,-
0,0,ant,-
0,0,ant,-
0.03571428571428571,1,ant,-
0,0,pre,-
0.046153846153846156,0,ant,-
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
0.06159191408717625,2,ent,+
